product_name,brand_name,highlights,ingredients,price_usd
Ikat Jasmine,AERIN,"['Floral Scent', 'Layerable Scent', 'Fresh Scent']","['Alcohol Denat., Ikat Jasmine Fragrance, Water, Linalool, Hydroxycitronellal, Limonene, Butyl Methoxydibenzoylmethane, Citronellol, Benzyl Benzoate, Benzyl Alcohol, Citral, Farnesol, Geraniol, Eugenol, Cinnamyl Alcohol.']",200.0
Lilac Path,AERIN,"['Floral Scent', 'Layerable Scent', 'Fresh Scent']","['Alcohol Denat., Lilac Path Fragrance, Water, Linalool, Butylphenyl Methylpropional, Benzyl Salicylate, Butyl Methoxydibenzoylmethane, Ethylhexyl Methoxycinnamate, Hydroxycitronellal, Ethylhexyl Salicylate, Citronellol, Geraniol, Benzyl Benzoate, Benzyl Alcohol, Citral, Farnesol, Cinnamyl Alcohol, Isoeugenol, Eugenol, Limonene.']",145.0
Waterlily Sun,AERIN,"['Layerable Scent', 'Floral Scent', 'Fresh Scent']","['Alcohol Denat., Fragrance, Water, Limonene, Benzyl Salicylate, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Linalool, Geraniol, Citronellol, Eugenol, Benzyl Alcohol, Citral, Farnesol.']",145.0
Rose De Grasse,AERIN,"['Layerable Scent', 'Floral Scent']","['Alcohol Denat., Fragrance (Parfum), Water\\Aqua\\Eau, Phenethyl Alcohol, Citronellol, Geraniol, Farnesol, Linalool, Citral, Benzyl Alcohol, Eugenol, Butyl Methoxydibenzoylmethane, Bht <ILN42248>.']",260.0
Ikat Jasmine Travel Spray,AERIN,"['Layerable Scent', 'Floral Scent', 'Fresh Scent']","['Alcohol Denat., Ikat Jasmine Fragrance (Parfum), Water\\Aqua\\Eau, Linalool, Hydroxycitronellal, Limonene, Butyl Methoxydibenzoylmethane, Citronellol, Benzyl Benzoate, Benzyl Alcohol, Citral, Farnesol, Geraniol, Eugenol, Cinnamyl Alcohol <ILN40269>.']",35.0
Wild Geranium Travel Spray,AERIN,"['Layerable Scent', 'Fresh Scent']","['Alcohol Denat., Fragrance (Parfum), Water\\Aqua\\Eau, Benzyl Salicylate, Limonene, Hydroxycitronellal, Geraniol, Linalool, Citronellol, Farnesol, Cinnamyl Alcohol, Citral, Benzyl Alcohol, Benzyl Benzoate, Isoeugenol, Butyl Methoxydibenzoylmethane, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Tocopherol, Bht, Dilauryl Thiodipropionate.']",35.0
Tangier Vanille,AERIN,,"['Alcohol Denat., Fragrance, Water, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Geraniol, Limonene, Linalool, Coumarin, Citral, Benzyl Benzoate, Citronellol, Bht.']",145.0
Hibiscus Palm Eau de Parfum Travel Spray,AERIN,"['Floral Scent', 'Layerable Scent', 'Fresh Scent']","['Alcohol Denat., Fragrance (Parfum), Water\\Aqua\\Eau, Dipropylene Glycol, Benzyl Salicylate, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Bht, Dilauryl Thiodipropionate, Linalool, Geraniol, Farnesol, Benzyl Benzoate, Eugenol, Citral, Isoeugenol, Benzyl Alcohol, Coumarin, Hydroxycitronellal, Limonene <ILN44252>.']",35.0
Mediterranean Honeysuckle Mimosa Eau de Parfum,AERIN,['Floral Scent'],"['Alcohol Denat., Fragrance (Parfum), Water/Aqua/Eau, Dipropylene Glycol, Hydroxycitronellal, Limonene, Geraniol, Citronellol, Linalool, Citral, Isoeugenol, Farnesol, Methyl 2-Octynoate, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Dilauryl Thiodipropionate, Tocopherol.']",135.0
Wild Geranium,AERIN,"['Layerable Scent', 'Fresh Scent']","['Alcohol Denat., Fragrance (Parfum), Water\\Aqua\\Eau, Benzyl Salicylate, Limonene, Hydroxycitronellal, Geraniol, Linalool, Citronellol, Farnesol, Cinnamyl Alcohol, Citral, Benzyl Alcohol, Benzyl Benzoate, Isoeugenol, Butyl Methoxydibenzoylmethane, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Tocopherol, Bht, Dilauryl Thiodipropionate.']",145.0
Mini Aegea Blossom Eau de Parfum Travel Spray,AERIN,,"['Alcohol Denat., Fragrance (Parfum), Water\\Aqua\\Eau, Dipropylene Glycol, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Bht, Linalool, Benzyl Salicylate, Hexyl Cinnamal, Alpha-Isomethyl Ionone, Limonene, Geraniol, Citral, Citronellol, Benzyl Alcohol, Farnesol, Amyl Cinnamal <ILN44961>.']",35.0
Aegea Blossom Eau de Parfum,AERIN,,"['Alcohol Denat., Fragrance (Parfum), Water\\Aqua\\Eau, Dipropylene Glycol, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Bht, Linalool, Benzyl Salicylate, Hexyl Cinnamal, Alpha-Isomethyl Ionone, Limonene, Geraniol, Citral, Citronellol, Benzyl Alcohol, Farnesol, Amyl Cinnamal <ILN44961>.']",145.0
Cedar Violet Eau de Parfum Travel Spray,AERIN,,"['Alcohol Denat., Fragrance (Parfum), Water\\Aqua\\Eau, Dipropylene Glycol, Alpha-Isomethyl Ionone, Hydroxycitronellal, Benzyl Salicylate, Geraniol, Citronellol, Farnesol, Linalool, Benzyl Benzoate, Eugenol, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Ethylhexyl Methoxycinnamate, Tocopherol, Bht.']",35.0
Perfume Sampler Discovery Set,AERIN,,"['Ikat Jasmine:', 'Alcohol Denat., Ikat Jasmine Fragrance (Parfum), Water/Aqua/Eau, Linalool, Hydroxycitronellal, Limonene, Butyl Methoxydibenzoylmethane, Citronellol, Benzyl Benzoate, Benzyl Alcohol, Citral, Farnesol, Geraniol, Eugenol, Cinnamyl Alcohol.', 'Amber Musk:', 'Alcohol Denat., Amber Musk Fragrance (Parfum), Water/Aqua/Eau, Butyl Methoxydibenzoylmethane, Hydroxycitronellal, Benzyl Salicylate, Geraniol, Coumarin, Citral, Benzyl Benzoate.', 'Rose de Grasse:', 'Alcohol Denat., Fragrance (Parfum), Water/Aqua/Eau, Phenethyl Alcohol, Citronellol, Geraniol, Farnesol, Linalool, Citral, Benzyl Alcohol, Eugenol, Butyl Methoxydibenzoylmethane, BHT.', 'Mediterranean Honeysuckle:', 'Alcohol Denat., Fragrance (Parfum), Water/Aqua/Eau, Butylphenyl Methylpropional, Butyl Methoxydibenzoylmethane, Limonene, Hydroxycitronellal, Geraniol, Linalool, Citral, Citronellol, Benzyl Alcohol.', 'Cedar Violet:', 'Alcohol Denat., Fragrance (Parfum), Water/Aqua/Eau, Dipropylene Glycol, Alpha-Isomethyl Ionone, Hydroxycitronellal, Benzyl Salicylate, Geraniol, Citronellol, Farnesol, Linalool, Benzyl Benzoate, Eugenol, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Ethylhexyl Methoxycinnamate, Tocopherol, BHT.']",25.0
Cedar Violet Eau de Parfum,AERIN,,"['Alcohol Denat., Fragrance (Parfum), Water\\Aqua\\Eau, Dipropylene Glycol, Alpha-Isomethyl Ionone, Hydroxycitronellal, Benzyl Salicylate, Geraniol, Citronellol, Farnesol, Linalool, Benzyl Benzoate, Eugenol, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Ethylhexyl Methoxycinnamate, Tocopherol, Bht.']",145.0
Mediterranean Honeysuckle Clementina,AERIN,,"['Alcohol Denat., Fragrance (Parfum), Water/Aqua/Eau, Limonene, Dipropylene Glycol, Hydroxycitronellal, Geraniol, Linalool, Citronellol, Citral, Hexyl Cinnamal, Benzyl Alcohol, Alcohol, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Tris(Tetramethylhydroxypiperidinol) Citrate, Dilauryl Thiodipropionate, Tocopherol, BHT, Methyl Benzoate.']",145.0
Rose De Grasse Pour Filles Eau de Parfum,AERIN,,"['Alcohol Denat., Fragrance (Parfum), Water/Aqua/Eau, Limonene, Benzyl Salicylate, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Linalool, Geraniol, Citronellol, Eugenol, Benzyl Alcohol, Citral, Farnesol.']",100.0
Mediterranean Honeysuckle Mimosa Eau de Parfum Travel Spray,AERIN,['Floral Scent'],"['Alcohol Denat., Fragrance (Parfum), Water/Aqua/Eau, Dipropylene Glycol, Hydroxycitronellal, Limonene, Geraniol, Citronellol, Linalool, Citral, Isoeugenol, Farnesol, Methyl 2-Octynoate, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Dilauryl Thiodipropionate, Tocopherol.']",30.0
GENIUS Sleeping Collagen Moisturizer,Algenist,"['Vegan', 'Good for: Loss of firmness', 'Collagen', 'Hypoallergenic', 'Without Parabens', 'Best for Dry, Combo, Normal Skin']","['Collagen (Vegan)*, Water (Aqua, Eau), Ethylhexyl Palmitate, Oryza Sativa (Rice) Bran Extract, Caprylic/Capric Triglyceride, Glycerin, Cetearyl Methicone, Dimethicone, Cetearyl Alcohol, Pyrus Malus (Apple) Fruit Extract, Chlorella Protothecoides Oil, Polysorbate 60, Glyceryl Glucoside , Polyglyceryl-2 Stearate, Parachlorella Beijerinckii Exopolysaccharides, Collagen Amino Acids (Vegan)*, Ceramide NP, Silybum Marianum Fruit Extract, Helianthus Annuus (Sunflower) Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tocopherol, Carnosine, Sodium Stearoyl Glutamate, Caprylyl Glycol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Ethylhexylglycerin, Hexylene Glycol, Citric Acid, Lecithin, Sodium Hydroxide, Sodium Phytate, t-Butyl Alcohol, Leuconostoc/Radish Root Ferment Filtrate, Phenoxyethanol, Triethyl Citrate, Vanillin, Amyl Salicylate, Benzyl Acetate, Cedrus Atlantica Bark Oil, Phenethyl Alcohol, Ionone, Linalool.']",98.0
GENIUS Liquid Collagen Serum,Algenist,"['Vegan', 'Good for: Loss of firmness', 'Collagen', 'Hypoallergenic', 'Without Parabens', 'Best for Dry, Combo, Normal Skin']","['Collagen (Vegan)*, Water (Aqua, Eau), Propanediol, Isononyl Isononanoate, Butylene Glycol, Glycerin, Betaine, Pentylene Glycol, Dextrin Palmitate, Collagen Amino Acids (Vegan)*, Parachlorella Beijerinckii Exopolysaccharides, Chlorella Protothecoides Oil, Helichrysum Stoechas Flower Extract, Cylindrotheca Fusiformis Extract, Niacinamide, Tocopherol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Adenosine, Helianthus Annuus (Sunflower) Seed Oil, Leuconostoc/Radish Root Ferment Filtrate, Caprylic/Capric Triglyceride, Palmitic Acid, Disodium EDTA, Carbomer, Sodium Lactate, Amodimethicone, Homosalate, Polysorbate 20, Butyl Methoxydibenzoylmethane, 1,2-Hexanediol, Caprylyl Glycol, Octocrylene, Sodium Hydroxide, Phenoxyethanol, Fragrance (Parfum), Limonene, Beta-Carotene (CI 40800).']",115.0
Triple Algae Eye Renewal Balm Eye Cream,Algenist,,"['Aqua (Water/Eau), Stearic Acid, Isopropyl Isostearate, Dimethicone, Glycerin, Pentylene', 'Glycol, Glyceryl Stearate SE, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, C12-15 Alkyl Benzoate, Limnanthes Alba (Meadowfoam) Seed Oil, Parachlorella Beijerinckii Exopolysaccharides, Corallina Officinalis Extract, Dunaliella Salina Extract, Undaria Pinnatifida Extract, Dipeptide-2, Palmitoyl Tetrapeptide-7, Palmitoyl Hexapeptide-12, Palmitoyl Tripeptide-5, Sodium Hyaluronate, Caffeine, Coffea Arabica (Coffee) Seed Oil, Tribehenin, Ceramide NG, PEG-10 Phytosterol, Tetrahexyldecyl Ascorbate, Aloe Barbadensis Leaf Juice, Tocopheryl Acetate, Bambusa Vulgaris Leaf/Stem Extract, Pisum Sativum (Pea)', 'Extract, Glucosamine HCl, Leuconostoc/Radish Root Ferment Filtrate, Camellia Sinensis Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Dimethicone Crosspolymer, Panthenol, Pantolactone, Caprylyl/Capryl Glucoside, Pfaffia Paniculata Root Extract, Ptychopetalum Olacoides Bark/Stem Extract, Lilium Candidum Flower Extract, Rubus Idaeus (Raspberry) Leaf Extract, Aloe Barbadensis Leaf Juice Powder, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Phospholipids, Ceteareth-20, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Disodium EDTA, Aminomethyl Propanol, Caprylyl Glycol, Lactic Acid, Ethylhexylglycerin, Hexylene Glycol, Hesperidin Methyl Chalcone, Steareth-20, Citric Acid, Sodium Citrate, Chlorhexidine Digluconate, Phenoxyethanol, Potassium Sorbate, Benzyl Alcohol, Sodium Benzoate.']",68.0
GENIUS Liquid Collagen Lip Treatment,Algenist,"['Vegan', 'Good for: Loss of firmness', 'Plumping', 'Collagen', 'Hypoallergenic', 'Best for Dry, Combo, Normal Skin']","['Collagen (Vegan)*, Water (Aqua, Eau), Glycerin, Isononyl Isononanoate, Limnanthes Alba (Meadowfoam) Seed Oil, Dextrin Palmitate, Pentylene Glycol, Diglycerin, Propanediol, Menthoxypropanediol, Collagen Amino Acids (Vegan)*, Parachlorella Beijerinckii Exopolysaccharides, Chlorella Protothecoides Oil, Acmella Oleracea Extract, Brassica Alba Sprout Extract, Helianthus Annuus (Sunflower) Seed Oil, Hydroxymethoxyphenyl Propylmethylmethoxybenzofuran, Adenosine, Tocopherol, Leuconostoc/Radish Root Ferment Filtrate, Methyl Gluceth-20, Carbomer, Palmitic Acid, Sodium Hydroxide, Disodium EDTA, Amodimethicone, Butyl Methoxydibenzoylmethane, Homosalate, Octocrylene, Sorbic Acid, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol, Stevia Rebaudiana Extract, Aroma, Benzyl Benzoate, Beta-Carotene (CI 40800).']",29.0
SUBLIME DEFENSE Ultra Lightweight UV Defense Fluid SPF 50,Algenist,"['Vegan', 'Hypoallergenic', 'UV Protection', 'SPF', 'Best for Dry, Combo, Normal Skin']","['Octinoxate 7.5%, Titanium Dioxide 2%, Zinc Oxide 17.1%, Cyclopentasiloxane, Water (Aqua, Eau), Alcohol Denat., Glycerin, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Methyl Methacrylate Crosspolymer, PEG/PPG-18/18 Dimethicone, PEG-9 Polydimethylsiloxyethyl Dimethicone, Parachlorella Beijerinckii Exopolysaccharides, Echinacea Purpurea Extract, Tocopheryl Acetate, Camellia Oleifera Leaf Extract, Arctostaphylos Uva Ursi Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Stearic Acid, Triethoxysilylethyl Polydimethylsiloxyethyl Hexyl Dimethicone, BHT, Ethylhexylglycerin, Caprylyl Glycol, Aluminum Hydroxide, Phenoxyethanol, Hexylene Glycol, Fragrance (Parfum), Hexyl Cinnamal, Linalool.']",28.0
GENIUS Ultimate Anti-Aging Cream,Algenist,"['Vegan', 'Collagen', 'Hypoallergenic', 'Good for: Loss of firmness', 'Best for Dry, Combo, Normal Skin']","['Water (Aqua, Eau), Caprylic/Capric Triglyceride, Hydrogenated Polyisobutene, Glycerin, Chlorella Protothecoides Oil, Dimethicone, Butylene Glycol, Glyceryl Stearate, PEG-100 Stearate, Butyrospermum Parkii (Shea) Butter, Pentylene Glycol, Potassium Cetyl Phosphate, Parachlorella Beijerinckii Exopolysaccharides, Collagen (Vegan)*,  Ceramide NP, Cynara Scolymus (Artichoke) Leaf Extract, Retinyl Palmitate, Astragalus Membranaceus Root Extract, Atractylodes Macrocephala Root Extract,  Iris Florentina Root Extract, Bupleurum Falcatum Root Extract, Copper Lysinate/Prolinate, Methylglucoside Phosphate, Stearalkonium Bentonite, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Silica, Caprylyl Glycol, Sodium Hydroxide, Disodium EDTA, Ethylhexylglycerin, Cetyl Alcohol, Propylene Carbonate, Quartz, Phenoxyethanol,  Leuconostoc/Radish Root Ferment Filtrate, Chlorphenesin, Fragrance (Parfum), Coumarin.']",112.0
GENIUS Ultimate Anti-Aging Melting Cleanser,Algenist,,"['C12-15 Alkyl Benzoate, Ethylhexyl Palmitate, Caprylic/Capric Triglyceride, Glycerin, Water (Aqua), Sucrose Laurate, Olea Europaea (Olive) Fruit Oil, Persea Gratissima (Avocado) Oil, Chlorella Protothecoides Oil, Algae Exopolysaccharides, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vaccinium Myrtillus Seed Oil, Retinyl Palmitate, Tocopheryl Acetate, Caprylyl Glycol, Chlorphenesin, Phenoxyethanol, Fragrance (Parfum), Benzyl Benzoate, Chromium Oxide Greens (CI 77288).']",38.0
Gentle Rejuvenating Cleanser,Algenist,,"['Water, Sodium Cocoyl Isethionate, Glyceryl Stearate SE, Stearic Acid, Cocamidopropyl Betaine, Cetyl Alcohol, Dimethicone PEG-8 Meadowfoamate, Hamamelis Virginiana Water (Hamamelis Virginiana (Witch Hazel) Water), Algae Exopolysaccharides, Tocopheryl Acetate, Sodium Lauroyl Oat Amino Acids, Camellia Sinensis Leaf Extract, Pyrus Malus Fruit Extract (Pyrus Malus (Apple) Fruit Extract), Citrus Medica Limonum Fruit Extract (Citrus Medica Limonum (Lemon) Fruit Extract), Citrus Aurantium Dulcis Fruit Extract (Citrus Aurantium Dulcis (Orange) Fruit Extract), Saccharum Officinarum Extract (Saccharum Officinarum (Sugar Cane) Extract), Arctostaphylos Uva Ursi Leaf Extract, Glycyrrhiza Glabra Root Extract (Glycyrrhiza Glabra (Licorice) Root Extract), Jojoba Alcohol, Potassium Jojobate, Glycerin, Lauryl Lactyl Lactate, Butylene Glycol, Benzoic Acid, Phenoxyethanol, Caprylyl Glycol, Hexylene Glycol, Sodium Chloride, Xanthan Gum, Ethylhexylglycerin.']",28.0
10 Day Results Kit,Algenist,"['Vegan', 'Good for: Loss of firmness', 'Good for: Dark Circles', 'Collagen', 'Hydrating', 'Good for: Anti-Aging']","['GENIUS Liquid Collagen:', 'Collagen (Vegan), Water (Aqua, Eau), Propanediol, Isononyl Isononanoate, Butylene Glycol, Glycerin, Betaine, Pentylene Glycol, Dextrin Palmitate, Collagen Amino Acids (Vegan), Parachlorella Beijerinckii Exopolysaccharides, Chlorella Protothecoides Oil, Helichrysum Stoechas Flower Extract, Cylindrotheca Fusiformis Extract, Niacinamide, Tocopherol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Adenosine, Helianthus Annuus (Sunflower) Seed Oil, Leuconostoc/Radish Root Ferment Filtrate, Caprylic/Capric Triglyceride, Palmitic Acid, Disodium EDTA, Carbomer, Sodium Lactate, Amodimethicone, Homosalate, Polysorbate 20, Butyl Methoxydibenzoylmethane, 1,2-Hexanediol, Caprylyl Glycol, Octocrylene, Sodium Hydroxide, Phenoxyethanol, Fragrance (Parfum), Limonene, Beta-Carotene (CI 40800).', 'Triple Algae Eye Renewal Balm with Multi-Peptide Complex:', 'Aqua (Water/Eau), Stearic Acid, Isopropyl Isostearate, Dimethicone, Glycerin, Pentylene', 'Glycol, Glyceryl Stearate SE, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, C12-15 Alkyl Benzoate, Limnanthes Alba (Meadowfoam) Seed Oil, Parachlorella Beijerinckii Exopolysaccharides, Corallina Officinalis Extract, Dunaliella Salina Extract, Undaria Pinnatifida Extract, Dipeptide-2, Palmitoyl Tetrapeptide-7, Palmitoyl Hexapeptide-12, Palmitoyl Tripeptide-5, Sodium Hyaluronate, Caffeine, Coffea Arabica (Coffee) Seed Oil, Tribehenin, Ceramide NG, PEG-10 Phytosterol, Tetrahexyldecyl Ascorbate, Aloe Barbadensis Leaf Juice, Tocopheryl Acetate, Bambusa Vulgaris Leaf/Stem Extract, Pisum Sativum (Pea)', 'Extract, Glucosamine HCl, Leuconostoc/Radish Root Ferment Filtrate, Camellia Sinensis Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Dimethicone Crosspolymer, Panthenol, Pantolactone, Caprylyl/Capryl Glucoside, Pfaffia Paniculata Root Extract, Ptychopetalum Olacoides Bark/Stem Extract, Lilium Candidum Flower Extract, Rubus Idaeus (Raspberry) Leaf Extract, Aloe Barbadensis Leaf Juice Powder, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Phospholipids, Ceteareth-20, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Disodium EDTA, Aminomethyl Propanol, Caprylyl Glycol, Lactic Acid, Ethylhexylglycerin, Hexylene Glycol, Hesperidin Methyl Chalcone, Steareth-20, Citric Acid, Sodium Citrate, Chlorhexidine Digluconate, Phenoxyethanol, Potassium Sorbate, Benzyl Alcohol, Sodium Benzoate.', 'GENIUS Ultimate Anti-Aging Cream:', 'Water (Aqua, Eau), Caprylic/Capric Triglyceride, Hydrogenated Polyisobutene, Glycerin, Chlorella Protothecoides Oil, Dimethicone, Butylene Glycol, Glyceryl Stearate, PEG-100 Stearate, Butyrospermum Parkii (Shea) Butter, Pentylene Glycol, Potassium Cetyl Phosphate, Parachlorella Beijerinckii Exopolysaccharides, Collagen (Vegan), Ceramide NP, Cynara Scolymus (Artichoke) Leaf Extract, Retinyl Palmitate, Astragalus Membranaceus Root Extract, Atractylodes Macrocephala Root Extract, Iris Florentina Root Extract, Bupleurum Falcatum Root Extract, Copper Lysinate/Prolinate, Methylglucoside Phosphate, Stearalkonium Bentonite, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Silica, Caprylyl Glycol, Sodium Hydroxide, Disodium EDTA, Ethylhexylglycerin, Cetyl Alcohol, Propylene Carbonate, Quartz, Phenoxyethanol, Leuconostoc/Radish Root Ferment Filtrate, Chlorphenesin, Fragrance (Parfum), Coumarin.']",88.0
Advanced Anti-Aging Repairing Oil,Algenist,,"['Chlorella Protothecoides Oil, Cetearyl Ethylhexanoate, Isopropyl Isostearate, Caprylic/Capric Triglyceride, Ceramide 3, Alaria Esculenta Extract, Retinyl Palmitate, Tocopherol, Rosmarinus Officinalis Leaf Extract, Helianthus Annuus Seed Oil, Cymbopogon Martini Oil, Geraniol.']",82.0
Overnight Restorative Cream,Algenist,,"['Water, Isopropyl Isostearate, Butyrospermum Parkii Butter (Butyrospermum Parkii (Shea Butter)), Glycerin, Stearic Acid, Squalane, Butylene Glycol, Dimethicone, Glyceryl Stearate SE, Cetearyl Alcohol, Dimethicone Crosspolymer, Ascorbyl Glucoside, Pentylene Glycol, Algae Exopolysaccharides, Algae Extract, Tocopheryl Acetate, Citrullus Vulgaris Fruit Extract (Citrullus Vulgaris (Watermelon) Fruit Extract), Lens Esculenta Fruit Extract (Lens Esculenta (Lentil) Fruit Extract), Oleanolic Acid, Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Pyrus Malus Fruit Extract (Pyrus Malus (Apple) Fruit Extract), Enantia Chlorantha Bark Extract, Crithmum Maritimum Extract, Silybum Marianum Seed Oil, Caprylic/Capric Triglyceride, Ceteareth-20, Dimethicone, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Hydroxide, Caprylyl Glycol, Hydrogenated Vegetable Oil, Hexylene Glycol, Phenoxyethanol, Disodium EDTA, Fragrance, Sodium PCA, Carbomer, Polysorbate 20, Sodium Lactate, Ethylhexylglycerin.']",94.0
